"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 22:30","2023","01","14","22:30","-0.5","","-0.5","","100","","1.1","","","","0","","","","99.73","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-14 23:30","2023","01","14","23:30","-0.5","","-0.5","","100","","2.8","","31","","5","","","","99.63","","","","-2","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 00:30","2023","01","15","00:30","4.2","","4.2","","100","","2.7","","22","","10","","","","99.56","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 01:30","2023","01","15","01:30","9.3","","9.3","","100","","3.1","","23","","14","","","","99.50","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 02:30","2023","01","15","02:30","9.8","","9.8","","100","","0.0","","24","","20","","","","99.58","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 03:30","2023","01","15","03:30","9.0","","9.0","","100","","0.7","","23","","19","","","","99.60","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 04:30","2023","01","15","04:30","8.3","","8.3","","100","","0.0","","23","","18","","","","99.62","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 05:30","2023","01","15","05:30","1.6","","1.6","","100","","0.0","","32","","9","","","","99.83","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 06:30","2023","01","15","06:30","0.2","","0.2","","100","","0.9","","32","","5","","","","99.94","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 07:30","2023","01","15","07:30","0.1","","0.1","","100","","0.7","","32","","6","","","","99.99","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 08:30","2023","01","15","08:30","-0.2","","-0.2","","100","","0.7","","32","","6","","","","100.11","","","","-2","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 09:30","2023","01","15","09:30","-0.3","","-0.3","","100","","1.3","","33","","7","","","","100.21","","","","-3","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 10:30","2023","01","15","10:30","-0.4","","-0.4","","100","","0.8","","34","","9","","","","100.30","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 11:30","2023","01","15","11:30","-0.4","","-0.4","","100","","0.7","","34","","11","","","","100.36","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 12:30","2023","01","15","12:30","-0.4","","-0.4","","100","","0.8","","36","","12","","","","100.39","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 13:30","2023","01","15","13:30","-0.5","","-0.5","","100","","0.0","","1","","10","","","","100.52","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 14:30","2023","01","15","14:30","-0.4","","-0.4","","100","","0.7","","1","","9","","","","100.66","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 15:30","2023","01","15","15:30","-0.5","","-0.5","","100","","0.6","","1","","9","","","","100.86","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 16:30","2023","01","15","16:30","-0.7","","-0.7","","100","","0.0","","2","","8","","","","100.97","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 17:30","2023","01","15","17:30","-0.9","","-0.9","","100","","0.0","","2","","9","","","","101.17","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 18:30","2023","01","15","18:30","-1.0","","-1.0","","100","","0.0","","3","","11","","","","101.25","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 19:30","2023","01","15","19:30","-1.2","","-1.2","","100","","0.0","","4","","10","","","","101.40","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 20:30","2023","01","15","20:30","-1.4","","-1.4","","100","","0.0","","4","","8","","","","101.50","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 21:30","2023","01","15","21:30","-1.6","","-1.6","","100","","0.0","","4","","9","","","","101.54","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 22:30","2023","01","15","22:30","-1.5","","-1.5","","100","","0.0","","4","","7","","","","101.57","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-15 23:30","2023","01","15","23:30","-1.3","","-1.3","","100","","0.8","","6","","7","","","","101.61","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 00:30","2023","01","16","00:30","-1.1","","-1.1","","100","","1.9","","4","","7","","","","101.59","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 01:30","2023","01","16","01:30","-1.1","","-1.1","","100","","1.7","","5","","7","","","","101.62","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 02:30","2023","01","16","02:30","-1.1","","-1.1","","100","","2.2","","5","","4","","","","101.67","","","","-2","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 03:30","2023","01","16","03:30","-1.0","","-1.0","","100","","3.0","","7","","4","","","","101.63","","","","-2","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 04:30","2023","01","16","04:30","-1.1","","-1.1","","100","","1.6","","","","0","","","","101.60","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 05:30","2023","01","16","05:30","-1.0","","-1.0","","100","","0.6","","7","","2","","","","101.55","","","","-2","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 06:30","2023","01","16","06:30","-1.1","","-1.1","","100","","0.0","","8","","10","","","","101.63","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 07:30","2023","01","16","07:30","-0.9","","-0.9","","100","","1.8","","9","","4","","","","101.62","","","","-2","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 08:30","2023","01","16","08:30","-1.0","","-1.0","","100","","0.8","","6","","3","","","","101.60","","","","-2","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 09:30","2023","01","16","09:30","-0.9","","-0.9","","100","","0.0","","7","","11","","","","101.57","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 10:30","2023","01","16","10:30","-0.8","","-0.8","","100","","0.0","","6","","21","","","","101.56","","","","-6","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 11:30","2023","01","16","11:30","-0.7","","-0.7","","100","","0.7","","7","","16","","","","101.43","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 12:30","2023","01","16","12:30","-0.6","","-0.6","","100","","0.6","","7","","14","","","","101.28","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 13:30","2023","01","16","13:30","-0.6","","-0.6","","100","","1.7","","8","","19","","","","101.14","","","","-6","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 14:30","2023","01","16","14:30","-0.5","","-0.5","","100","","0.8","","6","","9","","","","101.02","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 15:30","2023","01","16","15:30","-0.4","","-0.4","","100","","0.0","","6","","18","","","","100.92","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 16:30","2023","01","16","16:30","-0.4","","-0.4","","100","","0.6","","7","","21","","","","100.85","","","","-6","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 17:30","2023","01","16","17:30","-0.4","","-0.4","","100","","0.0","","7","","20","","","","100.73","","","","-6","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 18:30","2023","01","16","18:30","-0.2","","-0.2","","100","","0.0","","7","","21","","","","100.60","","","","-6","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 19:30","2023","01","16","19:30","-0.1","","-0.1","","100","","0.0","","7","","12","","","","100.47","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 20:30","2023","01","16","20:30","-0.3","","-0.3","","100","","0.7","","4","","17","","","","100.33","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 21:30","2023","01","16","21:30","-0.1","","-0.1","","100","","0.6","","6","","9","","","","100.14","","","","-3","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 22:30","2023","01","16","22:30","0.5","","0.5","","100","","0.0","","11","","4","","","","100.07","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-16 23:30","2023","01","16","23:30","2.2","","2.2","","100","","1.5","","9","","3","","","","100.02","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 00:30","2023","01","17","00:30","3.3","","3.3","","100","","0.9","","6","","2","","","","99.89","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 01:30","2023","01","17","01:30","4.5","","4.5","","100","","0.6","","13","","7","","","","99.78","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 02:30","2023","01","17","02:30","6.6","","6.6","","100","","0.0","","14","","8","","","","99.73","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 03:30","2023","01","17","03:30","7.0","","7.0","","100","","0.0","","8","","3","","","","99.68","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 04:30","2023","01","17","04:30","7.6","","7.6","","100","","0.0","","17","","2","","","","99.62","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 05:30","2023","01","17","05:30","7.9","","7.9","","100","","0.0","","17","","6","","","","99.57","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 06:30","2023","01","17","06:30","7.7","","7.7","","100","","0.0","","15","","6","","","","99.52","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 07:30","2023","01","17","07:30","7.7","","7.7","","100","","0.0","","11","","4","","","","99.47","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 08:30","2023","01","17","08:30","7.9","","7.9","","100","","0.6","","17","","4","","","","99.43","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 09:30","2023","01","17","09:30","7.9","","7.9","","100","","0.0","","11","","4","","","","99.45","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 10:30","2023","01","17","10:30","8.4","","8.4","","100","","0.0","","15","","6","","","","99.43","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 11:30","2023","01","17","11:30","7.8","","7.8","","100","","0.0","","8","","3","","","","99.34","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 12:30","2023","01","17","12:30","9.1","","9.1","","100","","0.0","","15","","7","","","","99.25","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 13:30","2023","01","17","13:30","9.2","","9.2","","100","","0.0","","11","","3","","","","99.13","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 14:30","2023","01","17","14:30","8.5","","8.5","","100","","0.0","","2","","3","","","","99.04","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 15:30","2023","01","17","15:30","8.8","","8.8","","100","","0.0","","4","","3","","","","98.97","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 16:30","2023","01","17","16:30","9.1","","9.1","","100","","0.0","","8","","3","","","","98.93","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 17:30","2023","01","17","17:30","9.6","","9.6","","100","","0.0","","15","","8","","","","98.91","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 18:30","2023","01","17","18:30","9.4","","9.4","","100","","0.0","","13","","6","","","","98.84","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 19:30","2023","01","17","19:30","9.8","","9.8","","100","","0.0","","17","","12","","","","98.83","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 20:30","2023","01","17","20:30","9.1","","9.1","","100","","0.0","","18","","8","","","","98.75","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 21:30","2023","01","17","21:30","8.5","","8.5","","100","","0.0","","17","","12","","","","98.68","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 22:30","2023","01","17","22:30","8.1","","8.1","","100","","0.0","","19","","7","","","","98.61","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-17 23:30","2023","01","17","23:30","7.7","","7.7","","100","","0.0","","17","","5","","","","98.55","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 00:30","2023","01","18","00:30","7.3","","7.3","","100","","0.0","","18","","4","","","","98.43","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 01:30","2023","01","18","01:30","7.0","","7.0","","100","","1.6","","21","","10","","","","98.40","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 02:30","2023","01","18","02:30","6.2","","6.2","","100","","0.0","","21","","7","","","","98.35","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 03:30","2023","01","18","03:30","5.4","","5.4","","100","","0.0","","23","","6","","","","98.34","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 04:30","2023","01","18","04:30","4.7","","4.7","","100","","0.0","","22","","2","","","","98.32","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 05:30","2023","01","18","05:30","4.5","","4.5","","100","","0.7","","21","","6","","","","98.28","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 06:30","2023","01","18","06:30","4.5","","4.5","","100","","0.0","","22","","10","","","","98.33","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 07:30","2023","01","18","07:30","4.1","","4.1","","100","","2.5","","23","","10","","","","98.36","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 08:30","2023","01","18","08:30","3.9","","3.9","","100","","0.0","","23","","9","","","","98.37","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 09:30","2023","01","18","09:30","3.5","","3.5","","100","","0.9","","23","","11","","","","98.45","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 10:30","2023","01","18","10:30","4.0","","4.0","","100","","0.0","","22","","13","","","","98.48","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 11:30","2023","01","18","11:30","4.0","","4.0","","100","","0.0","","22","","15","","","","98.47","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 12:30","2023","01","18","12:30","3.7","","3.7","","100","","0.0","","22","","15","","","","98.45","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 13:30","2023","01","18","13:30","3.7","","3.6","","99","","0.0","","22","","15","","","","98.40","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 14:30","2023","01","18","14:30","3.4","","3.1","","98","","0.0","","22","","13","","","","98.42","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 15:30","2023","01","18","15:30","3.3","","2.9","","97","","0.0","","21","","14","","","","98.45","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 16:30","2023","01","18","16:30","2.7","","2.2","","97","","0.0","","21","","14","","","","98.50","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 17:30","2023","01","18","17:30","2.2","","1.6","","96","","0.0","","22","","14","","","","98.55","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 18:30","2023","01","18","18:30","1.9","","1.5","","97","","0.0","","22","","10","","","","98.55","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 19:30","2023","01","18","19:30","1.6","","1.1","","97","","0.0","","21","","10","","","","98.60","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 20:30","2023","01","18","20:30","0.8","","0.3","","97","","0.0","","21","","14","","","","98.56","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 21:30","2023","01","18","21:30","0.2","","-0.1","","98","","0.0","","21","","12","","","","98.53","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 22:30","2023","01","18","22:30","0.1","","-0.1","","98","","0.0","","21","","6","","","","98.47","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-18 23:30","2023","01","18","23:30","-0.2","","-0.4","","99","","0.0","","19","","3","","","","98.40","","","","-1","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 00:30","2023","01","19","00:30","-0.2","","-0.3","","99","","0.0","","","","0","","","","98.27","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 01:30","2023","01","19","01:30","-0.3","","-0.3","","100","","0.0","","0","","1","","","","98.17","","","","-1","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 02:30","2023","01","19","02:30","-0.3","","-0.3","","100","","0.0","","33","","3","","","","98.09","","","","-1","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 03:30","2023","01","19","03:30","-0.5","","-0.5","","100","","0.0","","32","","5","","","","97.97","","","","-2","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 04:30","2023","01","19","04:30","-0.6","","-0.6","","100","","0.0","","32","","4","","","","97.88","","","","-2","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 05:30","2023","01","19","05:30","-0.5","","-0.5","","100","","0.0","","30","","6","","","","97.91","","","","-3","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 06:30","2023","01","19","06:30","-0.5","","-0.5","","100","","0.7","","29","","8","","","","97.90","","","","-3","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 07:30","2023","01","19","07:30","-0.5","","-0.5","","100","","3.3","","29","","11","","","","97.93","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 08:30","2023","01","19","08:30","-0.3","","-0.3","","100","","0.7","","29","","13","","","","98.02","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 09:30","2023","01","19","09:30","-0.1","","-0.1","","100","","2.0","","29","","13","","","","98.07","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 10:30","2023","01","19","10:30","0.1","","0.1","","100","","1.4","","29","","12","","","","98.16","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 11:30","2023","01","19","11:30","0.4","","0.4","","100","","0.8","","29","","10","","","","98.16","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 12:30","2023","01","19","12:30","0.4","","0.4","","100","","0.6","","29","","9","","","","98.15","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 13:30","2023","01","19","13:30","0.6","","0.6","","100","","0.0","","26","","9","","","","98.18","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 14:30","2023","01","19","14:30","0.2","","0.1","","100","","0.0","","28","","10","","","","98.26","","","","","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 15:30","2023","01","19","15:30","-0.3","","-0.4","","100","","0.0","","30","","9","","","","98.35","","","","-3","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 16:30","2023","01","19","16:30","-0.4","","-0.4","","100","","0.0","","29","","10","","","","98.45","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 17:30","2023","01","19","17:30","-0.5","","-0.5","","100","","0.0","","30","","11","","","","98.51","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 18:30","2023","01","19","18:30","-0.6","","-0.6","","100","","0.9","","32","","9","","","","98.56","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 19:30","2023","01","19","19:30","-0.8","","-0.8","","100","","0.0","","33","","11","","","","98.65","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 20:30","2023","01","19","20:30","-0.9","","-0.9","","100","","0.8","","33","","9","","","","98.74","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 21:30","2023","01","19","21:30","-1.1","","-1.1","","100","","0.0","","34","","11","","","","98.80","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 22:30","2023","01","19","22:30","-1.3","","-1.3","","100","","0.0","","34","","10","","","","98.85","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-19 23:30","2023","01","19","23:30","-1.5","","-1.5","","100","","0.0","","33","","8","","","","98.87","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 00:30","2023","01","20","00:30","-1.6","","-1.6","","100","","0.0","","33","","8","","","","98.89","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 01:30","2023","01","20","01:30","-1.8","","-1.8","","100","","0.0","","33","","10","","","","98.95","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 02:30","2023","01","20","02:30","-2.0","","-2.0","","100","","1.0","","32","","9","","","","99.01","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 03:30","2023","01","20","03:30","-1.9","","-2.0","","100","","0.0","","32","","10","","","","99.10","","","","-6","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 04:30","2023","01","20","04:30","-1.9","","-1.9","","100","","0.6","","33","","8","","","","99.14","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 05:30","2023","01","20","05:30","-1.8","","-1.9","","100","","0.0","","34","","11","","","","99.21","","","","-6","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 06:30","2023","01","20","06:30","-1.9","","-1.9","","100","","0.7","","34","","9","","","","99.28","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 07:30","2023","01","20","07:30","-1.9","","-2.0","","100","","0.0","","33","","8","","","","99.36","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 08:30","2023","01","20","08:30","-1.9","","-2.0","","100","","0.0","","35","","10","","","","99.39","","","","-6","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 09:30","2023","01","20","09:30","-1.8","","-2.0","","99","","0.0","","36","","10","","","","99.44","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 10:30","2023","01","20","10:30","-1.6","","-1.7","","99","","0.7","","36","","8","","","","99.57","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 11:30","2023","01","20","11:30","-1.5","","-1.7","","99","","0.7","","36","","8","","","","99.54","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 12:30","2023","01","20","12:30","-1.3","","-1.6","","98","","0.6","","36","","8","","","","99.46","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 13:30","2023","01","20","13:30","-1.5","","-1.7","","99","","0.0","","1","","8","","","","99.45","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 14:30","2023","01","20","14:30","-1.7","","-1.9","","99","","0.0","","3","","7","","","","99.44","","","","-4","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 15:30","2023","01","20","15:30","-1.9","","-2.1","","99","","0.0","","3","","7","","","","99.43","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 16:30","2023","01","20","16:30","-2.1","","-2.3","","99","","0.0","","2","","8","","","","99.49","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 17:30","2023","01","20","17:30","-2.3","","-2.4","","99","","0.0","","3","","8","","","","99.46","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 18:30","2023","01","20","18:30","-2.3","","-2.3","","100","","0.0","","4","","9","","","","99.44","","","","-6","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 19:30","2023","01","20","19:30","-2.3","","-2.3","","100","","0.0","","3","","9","","","","99.37","","","","-6","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 20:30","2023","01","20","20:30","-2.3","","-2.3","","100","","1.1","","4","","8","","","","99.30","","","","-5","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 21:30","2023","01","20","21:30","-2.4","","-2.4","","100","","0.0","","4","","8","","","","99.26","","","","-6","","NA"
"-53.97","48.56","TERRA NOVA NAT PARK CS","8403851","2023-01-20 22:30","2023","01","20","22:30","-2.3","","-2.4","","100","","0.0","","5","","9","","","","99.19","","","","-6","","NA"
